ids,en,de
168,"Mr President , on behalf of the European People 's Party I too would like to congratulate the rapporteur , both on the content of her report and on the consensus that she fostered in the committee .","Herr Präsident , auch ich möchte die Verfasserin der Stellungnahme im Namen der Europäischen Volkspartei sowohl zu dem Bericht als auch zu dem anschließenden Billigungsverfahren im Ausschuß für Forschung und technologische Entwicklung beglückwünschen ."
169,That consensus has led to a number of common conclusions which I will not spell out in detail now .,"Diese Einigung hat uns zu bestimmten gemeinsamen Schlußfolgerungen gebracht , deren Einzelheiten ich nicht noch einmal wiederholen möchte ."
170,"However , it is worth pointing out once again that with this programme we are seeking to promote environmental improvement and to increase the competitiveness of Europe 's undertakings .","Bemerkenswert ist jedoch folgendes : mit diesem Programm wird der Versuch unternommen , unsere Umweltsituation zu verbessern , gleichzeitig aber auch die Wettbewerbsfähigkeit der europäischen Unternehmen zu erhöhen ."
171,"The Commission 's proposal to treble the resources for the SAVE II programme , as compared with the SAVE I programme , is certainly encouraging .","Gewiß ist es ermutigend , daß durch den Vorschlag der Kommission die für das Programm SAVE II zur Verfügung gestellten Mittel im Vergleich zu SAVE I verdreifacht werden ."
172,"SAVE II seems to be pointed towards the second of those two paths . However , it would perhaps be better if the funding could be allocated as evenly as possible over the whole duration of the programme .","Diesen zweiten Weg geht das Programm SAVE II , und ich möchte darauf verweisen , daß es zweckmäßig wäre , wenn die Verteilung der finanziellen Mittel auf die gesamte Laufzeit des Programms möglichst gleichmäßig erfolgen würde ."
173,SAVE II endeavours to strengthening pilot actions that were undertaken in the first programme and also makes provision for new actions .,"Mit SAVE II wird versucht , Pilotprojekte aus dem ersten Programm zu unterstützen und gleichzeitig neue Projekte aufzulegen ."
174,"As has already been said , the programme ignores the positive results that have stemmed from legislative measures and the possibility of achieving a further increase in energy efficiency via the same route .","Wie bereits betont wurde , haben die positiven Schlußfolgerungen bezüglich einer legislativen Regelung , die eine weitere Erhöhung bei der Energieeffizienz bringen kann , keinen Eingang in das Programm gefunden ."
175,"Although I do not believe that legislation would help us down that route , I feel that we should not disregard the experience that we have gained from the past at a very heavy price .","Obwohl ich nicht glaube , daß uns das erwähnte legislative Element in dieser Richtung nützen wird , dürfen wir unsere in der Vergangenheit gewonnenen Erfahrungen , die wir so teuer bezahlt haben , nicht ignorieren ."
176,"I would therefore advise the Commission to look for a middle way , so as to provide an impetus to small and medium-sized enterprises in particular , as I said before .","Ich möchte also der Kommission empfehlen , einen Mittelweg einzuschlagen , um neue Impulse zu geben , die , wie ich bereits eingangs betonte , vor allem in die Richtung der kleinen und mittleren Unternehmen gehen sollten ."
177,"However , it would also be useful if the Commission were to take account of the need to achieve convergence between the Member States in the area of energy efficiency .",Die Kommission sollte jedoch auch die Erreichung des Zusammenhalts auf der Ebene der Energieeffizienz zwischen den Mitgliedstaaten berücksichtigen .
178,"Mr President , I support Mrs Bloch von Blottnitz 's report .","Herr Präsident , ich unterstütze den Bericht von Frau Bloch von Blottnitz ."
179,She introduced it with her usual efficiency .,Sie hat ihn mit ihrer gewohnten Effizienz vorgestellt .
180,It is important that we support the continuation of the SAVE energy efficiency programme with a budget of ECU 120m for the period from 1996 to 2000 .,"Es ist wichtig , daß wir die Fortsetzung des SAVE II-Energieeffizienzprogramms mit einem Haushalt von 120 Mio. ECU für den Zeitraum von 1996-2000 unterstützen ."
181,"The SAVE initiative , which dates back to 1991 , is one of the cornerstones for the European Union policies to stabilize carbon dioxide emissions at 1990 levels by the year 2000 .",Die SAVE-Initiative geht zurück auf das Jahr 1991 und ist einer der Eckpfeiler der EU-Politiken zur Stabilisierung der CO2 -Emissionen bis zum Jahr 2000 auf die Werte von 1990 .
182,The renewal of the SAVE programme may be timely as the European Commission reports that the carbon dioxide target is being exceeded by 5 % .,"Die Erneuerung der SAVE-Programme mag noch rechtzeitig geschehen , da gemäß den Berichten der Kommission der CO2 -Grenzwert um 5 % überschritten wird ."
183,"Indeed , according to estimates , carbon dioxide accounts for 50 % of the greenhouse gases now present in the atmosphere .",Nach Schätzungen verursacht CO2 50 % der Treibhausgase in der Atmosphäre .
184,Between 1991 and 1994 the SAVE programme funded a total of 203 pilot projects in the energy efficiency field .,Zwischen 1991 und 1994 wurden aus dem SAVE-Programm 203 Pilotprojekte im Bereich der Energieeffizienz finanziert .
185,In Ireland alone we undertook 12 pilot projects with the assistance of SAVE funds .,Allein in Irland wurden 12 Pilotprojekte mit der Unterstützung von Mitteln aus dem SAVE-Programm durchgeführt .
186,So I fully agree with the objective to improve energy efficiency by a further 1.5 % per annum within the European Union .,"Ich stimme also dem Zielvorhaben zu , die Energieeffizienz innerhalb der Union um weitere 1 , 5 % jährlich zu verbessern ."
187,It is important in this context that the SAVE initiatives should be coordinated with other European Union energy initiatives such as THERMIE and SYNERGY .,"In diesem Zusammenhang ist es von Bedeutung , daß die SAVE-Initiativen mit anderen Energieinitiativen der Union wie THERMIE und SYNERGY koordiniert werden ."
188,"Mr President , ladies and gentlemen , I am pleased first of all to compliment the rapporteur on the excellent report on SAVE II .","Herr Präsident , Kollegen , zunächst bin ich froh , der Berichterstatterin zu ihrem vortrefflichen Bericht über SAVE II gratulieren zu können ."
189,This report makes a contribution to the difficult but important battle for a sustainable environment and a sustainable development of our economy .,"Dieser Bericht stellt einen Beitrag zu dem zwar mühsamen , aber auch sinnvollen Kampf für eine nachhaltige Umwelt und nachhaltige Entwicklung unserer Wirtschaft dar ."
190,"For the Group of the European Liberal , Democratic and Reformist Party sustainable development means a situation in which the natural raw materials are so used that future generations can also make use of them in the same way .","Für die Fraktion der Europäischen Liberalen und Demokratischen Partei bedeutet nachhaltige Entwicklung eine Situation , in der die natürlichen Rohstoffe so genutzt werden , daß auch nachfolgende Generationen sie noch auf dieselbe Art nutzen können ."
191,Liberals start with their own responsibility and do not shuffle it off on to succeeding generations .,Die Liberalen nehmen sich die eigene Verantwortung als Ausgangspunkt und schieben sie nicht auf spätere Generationen ab .
192,That of course means that there must be sustainable management of natural resources . There is a price-tag on pollution .,"Das heißt natürlich eine nachhaltige Bewirtschaftung natürlicher Hilfsquellen , und daß für Verschmutzung bezahlt werden muß ."
193,So the environmental costs of consumption and production must be made visible in the economy .,"Deshalb ist es notwendig , daß die Umweltkosten von Verbrauch und Produktion in der Wirtschaft zum Ausdruck kommen ."
194,"The Committee on Energy has approved 35 amendments , four of them from the Group of the European Liberal , Democratic and Reformist Party .","Der Energieausschuß hat 35 Änderungsanträge gebilligt , vier davon kamen von der Fraktion der Europäischen Liberalen und Demokratischen Partei ."
195,I should like to explain two of them .,Ich werde zwei von ihnen erläutern .
196,"A shift , ladies and gentlemen , in the use of energy sources , in particular in the direction of renewable energy sources , could make these figures considerably more attractive .","Wenn es zudem bei der Nutzung der Energiequellen eine Umpolung vor allem auf erneuerbare Energiequellen gäbe , würden noch sehr viel positivere Zahlen erreicht ."
197,That should be encouraged in the framework of SAVE II .,Das sollte im Rahmen von SAVE II angeregt werden .
198,It is essential to apply modern energy technologies and to switch to cleaner industries in Eastern Europe .,Die Anwendung moderner Energietechniken ist - wie die Umpolung auf weniger verschmutzende Industrien - in Osteuropa unumgänglich .
199,That is good for the environment and good for the economy and benefits both the Union and third countries .,"Das nützt der Umwelt und der Wirtschaft , und kommt nicht nur der Union , sondern auch Drittländern zugute ."
200,That is what makes this collaboration so significant .,Das macht diese Zusammenarbeit so sinnvoll .
201,"Mr President , it is certainly appropriate that at least one representative of a Nordic state should take part in this debate on the programme for the promotion of energy efficiency .","Herr Präsident ! Es ist wohl angebracht , daß auch mindestens ein Vertreter eines nordischen Landes sich an dieser Debatte über das Programm zur Förderung der Energieffizienz beteiligt ."
202,There is quite a lot of snow too .,Es liegt auch recht viel Schnee .
203,"In the North , particularly in a country dominated by the paper industry , industrial users of course consume an enormous amount of energy , but we also use a lot of energy in heating .","In einem nordischen Land , das seinen Schwerpunkt bei der Papierindustrie hat , verbraucht die Industrie natürlich sehr viel Energie , aber bei uns verbraucht man auch fürs Heizen wirklich viel Energie ."
